context,question,answer,topic_lda,query,token_query,token_query_full_prompt,total_token_size,Recall@k,MRR,nDCG@k,transformation_latency,retrieval_generation_latency,total_latency,generated_answer,gpt_score
"Despite the fact that tyrosine kinase inhibitors (TKIs) have been found effective in treating patients harboring activating mutations of epidermal growth factor receptor (EGFR), an acquired secondary mutation, T790M, which lowers the affinity to TKIs, can lead to EGFR TKI resistance after this standard treatment. To evaluate the effect of small molecule T315 on EGFR degradation and its therapeutic efficacy in vitro and in vivo. Lung adenocarcinoma cells were treated with T315, and cell proliferation and apoptotic proportion were determined by the CellTiter 96 AQueous MTS (3-[4,5-dimethylthiazol-2-yl]-5-[3-carboxymethoxyphenyl]-2-[4-sulfophenyl]-2H-tetrazolium, inner salt) assay and flow cytometry. The effects of T315 on EGFR mRNA and protein levels, autophosphorylation, ubiquitination, and degradation were evaluated by real-time polymerase chain reaction and Western blot, respectively. Direct targeting of T315 to EGFR was confirmed by the in vitro kinase assay and mass spectrometry. Finally, the preclinical effect of T315 was validated in the murine xenograft model in combination with a second-generation TKI, afatinib. We identified T315 as a novel, potent small molecule for suppressing cancer cell proliferation in vitro and in vivo. The therapeutic effect was verified after T315 was combined with a second-generation TKI, afatinib, compared with a single drug administration. We found a new mechanism of action, in that T315 appears to directly bind EGFR and triggers EGFR-Y1045 autophosphorylation, whereby its degradation is triggered through the ubiquitin-proteasome pathway.",Does small Molecule T315 promote Casitas B-Lineage Lymphoma-Dependent Degradation of Epidermal Growth Factor Receptor via Y1045 Autophosphorylation?,Our evidence suggests that T315 is a novel class of anticancer drug that is able to inhibit the growth of EGFR-TKI-resistant lung adenocarcinoma cells by inducing the degradation of EGFR.,0,T315 Casitas B Degradation Growth Factor Y1045 Autophosphorylation,17.0,2529.0,2615.0,0.0,0.0,0.0,1.2419087886810305,1.9630272388458248,3.764108180999756,"The provided context does not mention small molecule T315 or its effects on Casitas B-Lineage Lymphoma (Cbl) or the degradation of Epidermal Growth Factor Receptor (EGFR) via Y1045 autophosphorylation. Therefore, based on the available information, it cannot be determined whether small molecule T315 promotes Cbl-dependent degradation of EGFR via Y1045 autophosphorylation.",0.2
"The 5-HT4 receptor provides a novel potential target for antidepressant treatment. No studies exist to elucidate the 5-HT4 receptor's in vivo distribution in the depressed state or in populations that may display trait markers for major depression disorder (MDD). The aim of this study was to determine whether familial risk for MDD is associated with cerebral 5-HT4 receptor binding as measured with [(11)C]SB207145 brain PET imaging. Familial risk is the most potent risk factor of MDD. We studied 57 healthy individuals (mean age 36 yrs, range 20-86; 21 women), 26 of which had first-degree relatives treated for MDD. We found that having a family history of MDD was associated with lower striatal 5-HT4 receptor binding (p = 0.038; in individuals below 40 years, p = 0.013). Further, we found evidence for a ""risk-dose effect"" on 5-HT4 receptor binding, since the number of first-degree relatives with a history of MDD binding correlated negatively with 5-HT4 receptor binding in both the striatum (p = 0.001) and limbic regions (p = 0.012).",Is familial risk for major depression associated with lower striatal 5-HT₄ receptor binding?,"Our data suggest that the 5-HT4 receptor is involved in the neurobiological mechanism underlying familial risk for depression, and that lower striatal 5-HT4 receptor binding is associated with increased risk for developing MDD. The finding is intriguing considering that the 5-HT4 receptor has been suggested to be an effective target for antidepressant treatment.",0,familial risk depression 5 - HT₄,10.0,2249.0,2270.0,1.0,1.0,1.0,1.2359819412231443,1.0481445789337158,2.8192214965820312,"Yes, familial risk for major depression is associated with lower striatal 5-HT₄ receptor binding.",1.0
"Notch signalling plays diverse roles in malignant tumours as well as in normal tissue development. In this study we investigated the expression of Notch signalling pathway genes and their clinicopathological significance in gastric carcinomas. Notch1, Notch3, Jagged1, Jagged2 and Hes1 expression were analysed by quantitative real-time polymerase chain reaction (qRT-PCR) (n = 81) and immunohistochemistry (n = 103) in gastric carcinomas. MUC2 and MUC5AC expression were also assessed, using immunohistochemistry only. With qRT-PCR, Notch1, Notch3, Jagged1 and Jagged2 expression were increased significantly in tumour compared to normal tissue (P < 0.001, P = 0.002, P = 0.008 and P < 0.001, respectively). Overexpression of Notch3 and Jagged2 was associated with intestinal-type carcinomas (P = 0.024) and better histological differentiation (P = 0.047), respectively. Immunohistochemistry showed a reverse correlation between MUC2 and Notch3 or Jagged1 (P = 0.033 and P = 0.005, respectively) and between MUC5AC and Jagged1 or Hes1 (P = 0.004 and P = 0.002, respectively). Notch3 and Jagged2 gene overexpression related to a favourable outcome on univariate (P = 0.046 and P = 0.042, respectively) and multivariate (P = 0.045, Notch3) analysis.",Do notch3 and Jagged2 contribute to gastric cancer development and to glandular differentiation associated with MUC2 and MUC5AC expression?,"The expression of Notch3 and Jagged2 is associated not only with gastric cancer development but also with the intestinal/glandular differentiation of gastric carcinoma cells, suggesting a role as a possible favourable prognostic indicator.",0,notch3 Jagged2 gastric cancer glandular differentiation,11.0,2067.0,2153.0,1.0,1.0,1.0,1.23949933052063,1.7050249576568604,3.4608640670776367,"Yes, Notch3 and Jagged2 contribute to gastric cancer development, as their overexpression is associated with intestinal-type carcinomas and better histological differentiation. Additionally, there is a reverse correlation between MUC2 and Notch3 or Jagged1, and between MUC5AC and Jagged1 or Hes1, indicating their involvement in glandular differentiation related to MUC2 and MUC5AC expression.",0.9
"The purpose of this study is to evaluate demographic and clinical factors associated with self-reported dysphagia after oral endotracheal intubation and mechanical ventilation in patients with acute lung injury (ALI). This is a prospective cohort study of 132 ALI patients who had received mechanical ventilation via oral endotracheal tube. The primary outcome was binary, whether clinically important symptoms of dysphagia at hospital discharge were reported by patients, using the Sydney Swallowing Questionnaire score 200 or more. Of 132 patients, 29% reported clinically important symptoms of dysphagia. Of 18 relevant demographic and clinical variables, only 2 were found to be independently associated with clinically important symptoms of dysphagia in a multivariable logistic regression model: upper gastrointestinal comorbidity (odds ratio, 2.82; 95% confidence interval, 1.09-7.26) and duration of oral endotracheal intubation (odds ratio, 1.79; [95% confidence interval, 1.15-2.79] per day for first 6 days, after which additional days of intubation were not associated with a further increase in the odds of dysphagia).",Is duration of oral endotracheal intubation associated with dysphagia symptoms in acute lung injury patients?,"In ALI survivors, patient-reported, postexubation dysphagia at hospital discharge was significantly associated with upper gastrointestinal comorbidity and a longer duration of oral endotracheal intubation during the first 6 days of intubation.",0,oral endotracheal intubation dysphagia,11.0,2369.0,2432.0,0.0,0.0,0.0,1.2560374736785889,1.1215567588806152,2.900855779647827,"The provided context does not specifically address the association between the duration of oral endotracheal intubation and dysphagia symptoms in acute lung injury patients. Therefore, based on the information given, it cannot be concluded whether there is a direct association. Further research would be needed to establish any potential link.",0.3
"Plaque disruption does not always result in complete thrombotic occlusion. The mechanism of arterial thrombus propagation remains unclear. We studied how vascular wall thrombogenicity and blood flow reduction affect thrombus propagation using a rabbit model of single and repeated balloon injury. After balloon injury of the normal femoral artery, the blood flow was reduced to 50%, 25%, or 10% (n=5). Small mural thrombi composed of aggregated platelets were produced, but no occlusive thrombi developed in any flow reduction. Three weeks after the first balloon injury, neointima with tissue factor expression and increased procoagulant activity was developed. Balloon injury of the neointima with the same blood flow reduction (n=5) induced fibrin-rich thrombus formation. Additionally, injury with flow reduced to 25% and 10% promoted thrombus propagation resulting in vessel occlusion within 160+/-18 and 71+/-17 seconds, respectively. An injection of anti-von Willebrand factor (vWF) monoclonal antibody (AJW200; 1.0 mg/kg) prevented occlusive thrombus formation.",Does increased vascular wall thrombogenicity combined with reduced blood flow promote occlusive thrombus formation in rabbit femoral artery?,"Increased vascular wall thrombogenicity together with a substantial blood flow reduction is crucial for occlusive thrombus formation, and vWF plays an important role in thrombus propagation. Reduced blood flow at plaque disruption sites might contribute to thrombus propagation leading to acute coronary syndromes.",0,increased thrombogenicity thrombus rabbit femoral artery,11.0,2485.0,2512.0,0.0,0.0,0.0,1.2500998973846436,0.9200809001922609,2.708682060241699,"Yes, increased vascular wall thrombogenicity combined with reduced blood flow promotes occlusive thrombus formation in the rabbit femoral artery.",0.5
"To investigate the effect of an anti-TNF-α agent (etanercept) on recovery processes in a partial spinal cord injury (SCI) model using clinical and electrophysiological tests. Twenty-four New Zealand rabbits were divided into three groups: group 1 [SCI + 2 ml saline intramuscular (i.m.), n = 8], group 2 (SCI + 2.5 mg/kg etanercept, i.m., 2-4 h after SCI, n = 8) and group 3 (SCI + 2.5 mg/kg etanercept, i.m., 12-24 h after SCI, n = 8). Rabbits were evaluated before SCI, immediately after SCI, 1 week after, and 2 weeks after SCI, clinically by Tarlov scale and electrophysiologically by SEP. Tarlov scores of groups 2 and 3 were significantly better than group 1, 2 weeks after SCI. SEP recovery was significantly better in groups 2 and 3 than group 1, 2 weeks after SCI.",Does etanercept treatment enhance clinical and neuroelectrophysiological recovery in partial spinal cord injury?,These results show that blocking TNF-α mediated inflammation pathway by an anti-TNF-α agent enhances clinical and electrophysiological recovery processes in partial SCI model.,0,etanercept treatment recovery spinal cord injury,8.0,2521.0,2567.0,1.0,1.0,1.0,1.2370853424072266,1.20660662651062,3.145465135574341,"Yes, etanercept treatment enhances clinical and neuroelectrophysiological recovery in partial spinal cord injury, as evidenced by significantly better Tarlov scores and SEP recovery in treated groups compared to the control group two weeks after injury.",1.0
"Mechanisms responsible for crypt architectural distortion in chronic ulcerative colitis (CUC) are not well understood. Data indicate that serine/threonine protein kinase Akt (Akt) signaling cooperates with Wingless (Wnt) to activate beta-catenin in intestinal stem and progenitor cells through phosphorylation at Ser552 (P-beta-catenin(552)). We investigated whether phosphoinositide 3-kinase (PI3K) is required for Akt-mediated activation of beta-catenin during intestinal inflammation. The class IA subunit of PI3K was conditionally deleted from intestinal epithelial cells in mice named I-pik3r1KO. Acute inflammation was induced in mice and intestines were analyzed by biochemical and histologic methods. The effects of chemically blocking PI3K in colitic interleukin-10(-/-) mice were examined. Biopsy samples from patients were examined. Compared with wild-type, I-pik3r1KO mice had reduced T-cell-mediated Akt and beta-catenin signaling in intestinal stem and progenitor cells and limited crypt epithelial proliferation. Biochemical analyses indicated that PI3K-Akt signaling increased nuclear total beta-catenin and P-beta-catenin(552) levels and reduced N-terminal beta-catenin phosphorylation, which is associated with degradation. PI3K inhibition in interleukin-10(-/-) mice impaired colitis-induced epithelial Akt and beta-catenin activation, reduced progenitor cell expansion, and prevented dysplasia. Human samples had increased numbers of progenitor cells with P-beta-catenin(552) throughout expanded crypts and increased messenger RNA expression of beta-catenin target genes in CUC, colitis-associated cancer, tubular adenomas, and sporadic colorectal cancer, compared with control samples.",Does phosphoinositide 3-kinase signaling mediate beta-catenin activation in intestinal epithelial stem and progenitor cells in colitis?,PI3K-Akt signaling cooperates with Wnt to increase beta-catenin signaling during inflammation. PI3K-induced and Akt-mediated beta-catenin signaling are required for progenitor cell activation during the progression from CUC to CAC; these factors might be used as biomarkers of dysplastic transformation in the colon.,0,phosphoinositide kinase beta catenin activation intestinal colitis,14.0,2118.0,2155.0,1.0,1.0,1.0,1.231900691986084,1.5843768119812012,3.346970558166504,"Yes, phosphoinositide 3-kinase (PI3K) signaling mediates beta-catenin activation in intestinal epithelial stem and progenitor cells during colitis.",1.0
"Type 1 diabetes mellitus patients with microalbuminuria have endothelial dysfunction associated with the degree of albuminuria but not with LDL-cholesterol levels. Lipid-lowering agents such as statins may still be of benefit as they can correct endothelial dysfunction by both lipid and non-lipid mechanisms. We therefore examined the effects of atorvastatin on brachial artery endothelial dysfunction in these patients. In a double-blind, randomized crossover study, 16 Type 1 diabetes mellitus patients with microalbuminuria received 6 weeks of atorvastatin 40 mg/day or placebo, separated by a 4-week washout. Brachial artery, endothelium-dependent, flow-mediated dilatation (FMD) and endothelium-independent, glyceryl trinitrate-mediated dilatation (GTNMD) were measured. Compared with placebo, atorvastatin produced a significant decrease in apolipoprotein B (34.2%), LDL-cholesterol (44.1%) (all P < 0.001), and oxidized-LDL (35.7%, P = 0.03). There was a non-significant increase in plasma cGMP (P = 0.13) on atorvastatin. FMD and GTNMD increased significantly on atorvastatin (FMD: atorvastatin +1.8 +/- 0.4%; placebo +0.2 +/- 0.4%, P = 0.007); (GTNMD: atorvastatin +1.3 +/- 0.9%; placebo -1.2 +/- 0.6%, P = 0.04). An increase in cGMP was independently correlated with an increase in FMD on atorvastatin (adjusted (R2) 0.41, P = 0.02).",Does statin therapy improve brachial artery vasodilator function in patients with Type 1 diabetes and microalbuminuria?,"Atorvastatin improves endothelium-dependent and independent vasodilator function of the brachial artery in Type 1 diabetes mellitus patients with microalbuminuria. This may relate to pleiotropic effects of statins, in particular reduced oxidative stress and increased availability of nitric oxide.",0,statin therapy brachial Type 1 diabetes microalbuminuria,14.0,2456.0,2527.0,1.0,1.0,1.0,1.2769029140472412,1.7661747932434082,4.103476524353027,"Yes, statin therapy, specifically atorvastatin, improves brachial artery vasodilator function in patients with Type 1 diabetes and microalbuminuria, as evidenced by significant increases in flow-mediated dilatation (FMD) and glyceryl trinitrate-mediated dilatation (GTNMD) compared to placebo.",1.0
"A recent study suggests that patients with persistent occlusion of the middle cerebral artery (MCA) following treatment with recombinant tissue plasminogen activator (rt-PA) have better outcomes than patients with MCA occlusion not receiving rt-PA. We performed a study to elucidate possible mechanisms of this finding in a new model of thromboembolic stroke closely mimicking human pathophysiology. Thromboembolic stroke was induced by local injection of thrombin directly into the right MCA of C57 black/6J mice. Rt-PA was administered 20 and 40 min after clot formation. The efficiency of rt-PA to induce thrombolysis was measured by laser Doppler. After 24 h, all animals were euthanized and interleukin (IL)-6, tumor necrosis factor-alpha (TNF-α), matrix metalloproteinase (MMP)-9, Caspase-3, hsp 32 and hsp 70 protein levels were investigated by immunofluorescence. Presence of hemorrhage was verified and infarct volume was measured using histology. Thrombin injection resulted in clot formation giving rise to cortical brain infarction. Early rt-PA treatment starting at 20 min after the clot formation resulted in 100% recanalization. However, rt-PA-induced thrombolysis dissolved the clot in only 38% of the animals when administered 40 min after clot formation. Protein levels of IL-6, TNF-α, MMP-9, Caspase-3, hsp 32 and hsp 70 were increased after MCAO, whereas treatment with rt-PA attenuated the expressions of inflammatory markers in those animals where the thrombolysis was successful. In addition, the infarct size was significantly reduced with rt-PA treatment compared to non-treated MCAO, regardless of whether MCA thrombolysis was successful.",Do pro-inflammatory mediators and apoptosis correlate to rt-PA response in a novel mouse model of thromboembolic stroke?,"The present study demonstrates a clear correlation of the protein expression of inflammatory mediators, apoptosis and stress genes with the recanalization data after rt-PA treatment. In this model rt-PA treatment decreases the infarct size regardless of whether vessel recanalization is successful.",0,pro inflammatory mediators apoptosis rt PA thromboembolic stroke,12.0,2457.0,2505.0,0.0,0.0,0.0,1.2501578330993652,1.349825382232666,3.108692169189453,"Yes, pro-inflammatory mediators and apoptosis correlate to rt-PA response in a novel mouse model of thromboembolic stroke, as indicated by the changes in adhesion molecule expression and the inflammatory response observed after treatment with rt-PA.",0.8
"Previous studies have investigated the genetic and molecular basis of primary aldosteronism (PA), a common cause of human hypertension, but the effects of microRNAs (miRNAs) on the adrenocortical cell proliferation and aldosterone production are largely obscure. Here, we characterized miRNA expression patterns in the subtypes of PA to gain a better understanding of its pathogenesis. miRNA expression was assessed by microarray profiling analysis in aldosterone-producing adenoma (APA), unilateral adrenal hyperplasia (UAH) and normal adrenal cortex tissues. Selected differentially expressed miRNAs were further validated in a validation cohort by qRT-PCR. A gain-of-function approach was used to explore the functional role of the specific miRNA in vitro. Of 31 miRNAs including miR-375, miR-7 and miR-29b were found to be significantly differentially expressed among these three groups. miR-375 was the most downregulated one in adrenal cortex tissues from PA patients, and its expression level was inversely correlated with the tumour size in APA. Overexpression of miR-375 in a human adrenocortical cell line (H295R) reduced cell proliferation and suppressed the expression of MTDH (metadherin, also known as astrocyte elevated gene-1). Moreover, MTDH was verified as a direct target of miR-375 through luciferase reporter assays. Knock-down of MTDH in H295R cells attenuated Akt-Ser473 phosphorylation and inhibited cell viability.",Does downregulation of miR-375 in aldosterone-producing adenomas promote tumour cell growth via MTDH?,Our findings suggest that miR-375 exerts its tumour-suppressive function via targeting MTDH/Akt pathway and implicate a potential therapeutic target in PA.,0,miR - 375 aldosterone adenomas tumour growth MTDH,14.0,1965.0,1995.0,0.0,0.0,0.0,1.2503705024719238,0.8509979248046875,2.955014705657959,"Yes, downregulation of miR-375 in aldosterone-producing adenomas promotes tumor cell growth via MTDH (metadherin).",0.6
"Studies comparing spondylarthritis (SpA) to rheumatoid arthritis (RA) synovitis suggest that innate immune cells may play a predominant role in the pathogenesis of SpA. Recent observations have indicated a marked synovial mast cell infiltration in psoriatic SpA. We therefore undertook the present study to investigate the potential contribution of mast cells to synovial inflammation in SpA. Synovial tissue and fluid were obtained from patients with either nonpsoriatic or psoriatic SpA (n=82) and patients with RA (n=50). Synovial biopsy tissue was analyzed by immunostaining and used in ex vivo cultures. Synovial fluid was analyzed by enzyme-linked immunosorbent assay. We observed a strong and specific increase of c-Kit-positive mast cells in the synovium from patients with SpA compared to the synovium from patients with RA synovitis, which was independent of disease subtype (nonpsoriatic versus psoriatic), disease duration, and treatment. Staining of mast cell granules, analysis of synovial fluid, and results in ex vivo tissue culture did not indicate increased degranulation in SpA synovitis. However, mast cells expressed significantly more interleukin-17 (IL-17) in SpA than in RA synovitis, and mast cells constituted the major IL-17-expressing cell population in the SpA synovium. Ex vivo targeting of synovial mast cells with the c-Kit inhibitor imatinib mesylate significantly decreased the production of IL-17 as well as other proinflammatory cytokines in synovial tissue cultures. Analysis of paired pre- and posttreatment synovial tissue samples indicated that the mast cell/IL-17 axis in SpA was not modulated by effective tumor necrosis factor (TNF) blockade.",Do interleukin-17-positive mast cells contribute to synovial inflammation in spondylarthritis?,The specific and TNF-independent increase in IL-17-expressing mast cells may contribute to the progression of synovial inflammation in peripheral SpA.,0,interleukin 17 inflammation spondylarthritis,12.0,2209.0,2232.0,0.0,0.0,0.0,1.3007140159606934,0.829636812210083,2.6887199878692627,"Yes, interleukin-17-positive mast cells contribute to synovial inflammation in spondylarthritis.",0.9
"Aging is associated with an increased risk for atherosclerosis in which endothelial dysfunction is an early marker. The purpose of this study was to determine if endothelial function is altered with increasing age in healthy subjects. The study population consisted of 30 elderly and 36 younger subjects free from major cardiovascular risk factors. Transthoracic echocardiography was performed for each subject to rule out structural heart disease. Endothelial function was evaluated by flow-mediated dilation (FMD) of the brachial artery via ultrasound. Baseline characteristics of the elderly and the younger group were similar, except for age (mean age: 71.3 +/- 5.8 vs. 26.5 +/- 7.2). Transthoracic echocardiography was normal in all subjects. FMD of the elderly group was significantly lower than the younger group (7.9 +/- 3.1 in the elderly, 10.8 +/- 1.9 in the younger group, p < 0.001). A negative relationship was found between FMD and age (r = -0.528, p < 0.001).",Is advanced age associated with endothelial dysfunction in healthy elderly subjects?,It can be concluded that endothelial function detected by FMD declines with increasing age in healthy human subjects. Advanced age is a predictor of impaired endothelial function.,0,advanced age endothelial dysfunction,4.0,2413.0,2448.0,1.0,1.0,1.0,1.2778589725494385,1.1723604202270508,3.197061777114868,"Yes, advanced age is associated with endothelial dysfunction in healthy elderly subjects, as indicated by significantly lower flow-mediated dilation (FMD) in the elderly compared to younger subjects.",1.0
"There is suggestive evidence that reactive oxygen species may play a role in the initiation of liver regeneration via a kupffer cell-mediated mechanism involving TNFa and NF-kappa B. In mammalian cells, a major source of reactive oxygen species derives from the membrane-bound NADPH oxidase system (no protein de novo synthesis is required) and it is known that the low levels of oxidants produced through NADPH oxidase play a role in liver cell proliferation because of peroxisome proliferators. We used knockout mice lacking Cybb: subunit of NADPH oxidase to determine whether signaling at the start of liver regeneration after partial hepatectomy (PH) involves reactive oxygen species produced through NADPH oxidase and to analyze in more detail the abnormalities caused by lack of its component, which is required for the initiation of liver regeneration. Lack of Cybb had little effect on NF-kappa B and STAT3 binding, and no effect in TNFa and interleukin-6 production after PH. Cybb KO mice had normal liver structure and similar levels of hepatocyte DNA replication as those of wild type mice.",Is reactive oxygen species derived from NADPH oxidase system essential for liver regeneration after partial hepatectomy?,We conclude that NADPH oxidase is not necessary for liver regeneration after PH. It is likely that there is a potential pathway not including NADPH oxidase to activate NF-kappa B and STAT3 binding for the initiation of liver regeneration after PH.,0,reactive NADPH liver regeneration hepatectomy,9.0,2082.0,2133.0,1.0,0.3333333333333333,0.5,1.290121078491211,1.187274932861328,3.1261062622070312,"No, reactive oxygen species derived from the NADPH oxidase system are not essential for liver regeneration after partial hepatectomy, as knockout mice lacking Cybb showed normal liver structure and similar levels of hepatocyte DNA replication compared to wild type mice.",1.0
"Human hypomorphic nuclear factor-kappaB essential modulator (NEMO) mutations cause diverse clinical and immunologic phenotypes, but understanding of their scope and mechanistic links to immune function and genotype is incomplete. We created and analyzed a database of hypomorphic NEMO mutations to determine the spectrum of phenotypes and their associated genotypes and sought to establish a standardized NEMO reconstitution system to obtain mechanistic insights. Phenotypes of 72 individuals with NEMO mutations were compiled. NEMO L153R and C417R were investigated further in a reconstitution system. TNF-alpha or Toll-like receptor (TLR)-5 signals were evaluated for nuclear factor-kappaB activation, programmed cell death, and A20 gene expression. Thirty-two different mutations were identified; 53% affect the zinc finger domain. Seventy-seven percent were associated with ectodermal dysplasia, 86% with serious pyogenic infection, 39% with mycobacterial infection, 19% with serious viral infection, and 23% with inflammatory diseases. Thirty-six percent of individuals died at a mean age of 6.4 years. CD40, IL-1, TNF-alpha, TLR, and T-cell receptor signals were impaired in 15 of 16 (94%), 6 of 7 (86%), 9 of 11 (82%), 9 of 14 (64%), and 7 of 18 (39%), respectively. Hypomorphism-reconstituted NEMO-deficient cells demonstrated partial restoration of NEMO functions. Although both L153R and C417R impaired TLR and TNF-alpha-induced NF-kappaB activation, L153R also increased TNF-alpha-induced programmed cell death with decreased A20 expression.",Does hypomorphic nuclear factor-kappaB essential modulator mutation database and reconstitution system identify phenotypic and immunologic diversity?,Distinct NEMO hypomorphs define specific disease and genetic characteristics. A reconstitution system can identify attributes of hypomorphisms independent of an individual's genetic background. Apoptosis susceptibility in L153R reconstituted cells defines a specific phenotype of this mutation that likely contributes to the excessive inflammation with which it is clinically associated.,0,hypomorphic factor kappaB phenotypic immunologic diversity,12.0,2277.0,2327.0,1.0,1.0,1.0,1.2927496433258057,1.2714014053344729,3.2293641567230225,"Yes, the hypomorphic nuclear factor-kappaB essential modulator (NEMO) mutation database and reconstitution system identify significant phenotypic and immunologic diversity, revealing various clinical manifestations and impaired immune responses associated with different NEMO mutations.",0.8
"To investigate CD152 and PD-1 expression on T lymphocytes and the function of CD152- and PD-1-positive CD8 T cells in human acute liver allograft rejection. Sixty-three patients undergoing liver transplantation were enrolled in this study, including 26 cases with acute allograft rejection (Gr-AR) and 37 cases with stable allograft liver function (Gr-SF). The expression of CD152 and PD-1 on T lymphocytes and the expression of granzyme and perforin on CD152- and PD-1-positive CD8 T cells in peripheral blood were analyzed using flow cytometry. The peripheral CD4/CD8 ratio in Gr-AR was significantly lower than that in Gr-SF (P < .01). The expression of CD152 and PD-1 on CD8 and CD4 T cells was significantly lower in Gr-AR than in Gr-SF (all P < .01). The expression of granzyme B and perforin was significantly higher in Gr-AR than in Gr-SF (P < .01).",Is cD152 and PD-1 down-regulation on CD8 T cells associated with human acute liver allograft rejection?,Down-regulation of the expression of negative costimulatory molecules such as CD152 and PD-1 on CD8 T cells may be associated with human acute liver allograft rejection.,0,cD152 PD - 1 regulation CD8 rejection,11.0,2540.0,2592.0,1.0,1.0,1.0,1.279167413711548,1.4309546947479248,3.351487159729004,"Yes, CD152 and PD-1 down-regulation on CD8 T cells is associated with human acute liver allograft rejection, as their expression was significantly lower in patients with acute allograft rejection compared to those with stable allograft liver function.",1.0
"Vascular inflammation is a key feature of both micro- and macrovascular complications in diabetes. Several lines of evidence have implicated the cytokine tumor necrosis factor (TNF) alpha as an important mediator of inflammation in diabetes. In the present study we evaluated the role of TNF alpha in streptozotocin (STZ)-induced diabetes on vascular inflammation in C57BL/6 wild-type and apoE-/- mice. Diabetes increased the expression of vascular cell adhesion molecule (VCAM)-1 in cerebral arteries 150 m in diameter as well as the macrophage accumulation in aortic root atherosclerotic plaques in apoE-/- mice. A more pronounced vascular inflammatory response was observed in diabetic TNF alpha-deficient apoE-/- mice. These mice were also characterized by increased accumulation of IgG and IgM autoantibodies in atherosclerotic lesions. Diabetes also increased VCAM-1 expression and plaque formation in apoE-competent TNF alpha -/- mice, whereas no such effects were observed in C57BL/6 wild-type mice.",Does tumor necrosis factor-alpha mediate diabetes-induced vascular inflammation in mice?,"The present findings suggest that TNF alpha does not mediate diabetic-induced vascular inflammation in mice and reveal an unexpected protective role for TNF alpha. These effects are partly attributable to a direct antiinflammatory role of TNF alpha, but may also reflect a defective development of the immune system in these mice.",0,tumor necrosis alpha diabetes inflammation,7.0,2416.0,2462.0,1.0,1.0,1.0,1.2843666076660156,2.8603365421295166,4.662917613983154,"Yes, tumor necrosis factor-alpha (TNF-alpha) mediates diabetes-induced vascular inflammation in mice, as evidenced by increased expression of vascular cell adhesion molecule (VCAM)-1 and macrophage accumulation in diabetic models.",0.0
"The asymptomatic nature of early-stage esophageal squamous cell carcinoma (ESCC) results in late presentation and consequent dismal prognosis This study characterized 14-3-3σ protein expression in the multi-stage development of ESCC and determined its correlation with clinical features and prognosis. Western blot was used to examine 14-3-3σ protein expression in normal esophageal epithelium (NEE), low grade intraepithelial neoplasia (LGIN), high grade intraepithelial neoplasia (HGIN), ESCC of TNM I to IV stage and various esophageal epithelial cell lines with different biological behavior. Immunohistochemistry was used to estimate 14-3-3σ protein in 110 biopsy samples of NEE, LGIN or HGIN and in 168 ESCC samples all of whom had follow-up data. Support vector machine (SVM) was used to develop a classifier for prognosis. 14-3-3σ decreased progressively from NEE to LGIN, to HGIN, and to ESCC. Chemoresistant sub-lines of EC9706/PTX and EC9706/CDDP showed high expression of 14-3-3σ protein compared with non-chemoresistant ESCC cell lines and immortalized NEC. Furthermore, the downregulation of 14-3-3σ correlated significantly with histological grade (P = 0.000) and worse prognosis (P = 0.004). Multivariate Cox regression analysis indicated that 14-3-3σ protein (P = 0.016) and T stage (P = 0.000) were independent prognostic factors for ESCC. The SVM ESCC classifier comprising sex, age, T stage, histological grade, lymph node metastasis, clinical stage and 14-3-3σ, distinguished significantly lower- and higher-risk ESCC patients (91.67% vs. 3.62%, P = 0.000).",Does downregulation of 14-3-3σ correlate with multistage carcinogenesis and poor prognosis of esophageal squamous cell carcinoma?,"Downregulation of 14-3-3σ arises early in the development of ESCC and predicts poor survival, suggesting that 14-3-3σ may be a biomarker for early detection of high-risk subjects and diagnosis of ESCC. Our seven-feature SVM classifier for ESCC prognosis may help to inform clinical decisions and tailor individual therapy.",0,downregulation 14 - multistage carcinogenesis esophageal squamous carcinoma,16.0,2058.0,2093.0,1.0,0.1428571428571428,0.3333333333333333,1.2747104167938232,2.075250625610352,4.135982990264893,"Yes, downregulation of 14-3-3σ correlates with multistage carcinogenesis and poor prognosis of esophageal squamous cell carcinoma (ESCC).",0.9
