context,question,answers,topic_lda,question_class,query,token_query,token_query_full_prompt,total_token_size,Recall@k,MRR,nDCG@k,transformation_latency,retrieval_generation_latency,total_latency,generated_answer,gpt_score
"Armenia is member of Collective Security Treaty Organisation (CSTO) along with Belarus, Kazakhstan, Kyrgyzstan, Russia, Tajikistan and Uzbekistan. It participates in NATO's Partnership for Peace (PiP) program and is in a NATO organisation called Euro-Atlantic Partnership Council (EAPC). Armenia has engaged in a peacekeeping mission in Kosovo as part of non-NATO KFOR troops under Greek command. Armenia also had 46 members of its military peacekeeping forces as a part of the Coalition Forces in Iraq War until October 2008.",What does CSTO stand for?,Collective Security Treaty Organisation,0,ABBR,CSTO stand,4.0,1023.0,1028,0.0,0.0,0.0,1.2138268947601318,1.008401870727539,3.151167154312134,Collective Security Treaty Organization,0.9
"In an interview published by Vogue in April 2013, Beyoncé was asked if she considers herself a feminist, to which she said, ""that word can be very extreme... But I guess I am a modern-day feminist. I do believe in equality"". She would later align herself more publicly with the movement, sampling ""We should all be feminists"", a speech delivered by Nigerian author Chimamanda Ngozi Adichie at a TEDxEuston conference in April 2013, in her song ""Flawless"", released later that year. She has also contributed to the Ban Bossy campaign, which uses television and social media to encourage leadership in girls.",What does Ban Bossy encourage?,leadership in girls,0,ABBR,Ban encourage,2.0,1165.0,1166,0.0,0.0,0.0,1.2173116207122803,0.8981263637542725,3.105987071990967,Leadership,0.5
"In the 1920s and 1930s, air power theorists Giulio Douhet and Billy Mitchell espoused the idea that air forces could win wars by themselves, without a need for land and sea fighting. It was thought there was no defence against air attack, particularly at night. Enemy industry, their seats of government, factories and communications could be destroyed, effectively taking away their means to resist. It was also thought the bombing of residential centres would cause a collapse of civilian will, which might have led to the collapse of production and civil life. Democracies, where the populace was allowed to show overt disapproval of the ruling government, were thought particularly vulnerable. This thinking was prevalent in both the RAF and what was then known as the United States Army Air Corps (USAAC) between the two world wars. RAF Bomber Command's policy in particular would attempt to achieve victory through the destruction of civilian will, communications and industry.",What does USAAC stand for?,United States Army Air Corps,0,ABBR,USAAC stand,3.0,1152.0,1157,0.0,0.0,0.0,1.2362141609191895,0.9109151363372803,3.0719094276428223,United States Army Air Corps,1.0
"The Canadian Armed Forces (CAF; French: Forces armées canadiennes, FAC), or Canadian Forces (CF) (French: les Forces canadiennes, FC), is the unified armed force of Canada, as constituted by the National Defence Act, which states: ""The Canadian Forces are the armed forces of Her Majesty raised by Canada and consist of one Service called the Canadian Armed Forces.""",What does CF stand for in this context?,Forces canadiennes,0,ABBR,does CF stand context,4.0,1104.0,1106,1.0,1.0,1.0,1.2253570556640625,0.8575949668884277,3.0467350482940674,Canadian Forces,0.9
"One such institution is the Centre for the Study of Ancient Documents (CSAD) founded by and located centrally at Oxford University, Great Britain. Among its many activities CSAD numbers ""a long-term project to create a library of digitised images of Greek inscriptions."" These it arranges by region. The Egypt and the Near East region besides Egypt includes Cyprus, Persia and Afghanistan but not Asia Minor (a separate region).",What does CSAD stand for?,Centre for the Study of Ancient Documents,0,ABBR,CSAD stand,3.0,1016.0,1023,1.0,1.0,1.0,1.2035613059997559,0.9738585948944092,3.133457899093628,Centre for the Study of Ancient Documents,1.0
"Kinnock then resigned as leader and was replaced by John Smith. Smith's leadership once again saw the re-emergence of tension between those on the party's left and those identified as ""modernisers"", both of whom advocated radical revisions of the party's stance albeit in different ways. At the 1993 conference, Smith successfully changed the party rules and lessened the influence of the trade unions on the selection of candidates to stand for Parliament by introducing a one member, one vote system called ""OMOV"" — but only barely, after a barnstorming speech by John Prescott which required Smith to compromise on other individual negotiations.",What does OMOV stand for?,"one member, one vote",0,ABBR,OMOV stand,3.0,749.0,753,0.0,0.0,0.0,1.2230734825134277,0.9404494762420654,3.1103579998016357,Open Mobile Terminal Platform,0.0
"Armenia is member of Collective Security Treaty Organisation (CSTO) along with Belarus, Kazakhstan, Kyrgyzstan, Russia, Tajikistan and Uzbekistan. It participates in NATO's Partnership for Peace (PiP) program and is in a NATO organisation called Euro-Atlantic Partnership Council (EAPC). Armenia has engaged in a peacekeeping mission in Kosovo as part of non-NATO KFOR troops under Greek command. Armenia also had 46 members of its military peacekeeping forces as a part of the Coalition Forces in Iraq War until October 2008.",What does EAPC stand for?,Euro-Atlantic Partnership Council,0,ABBR,EAPC stand,4.0,912.0,918,0.0,0.0,0.0,1.201612949371338,1.193115472793579,5.081276893615723,Not provided in the context.,0.0
"In the International Phonetic Alphabet (IPA), aspirated consonants are written using the symbols for voiceless consonants followed by the aspiration modifier letter ⟨◌ʰ⟩, a superscript form of the symbol for the voiceless glottal fricative ⟨h⟩. For instance, ⟨p⟩ represents the voiceless bilabial stop, and ⟨pʰ⟩ represents the aspirated bilabial stop.",What does IPA stand for?,International Phonetic Alphabet,0,ABBR,IPA stand for,3.0,1035.0,1040,1.0,1.0,1.0,1.2993087768554688,1.2855889797210693,4.153894662857056,International Phonetic Alphabet,1.0
"The Library of Congress (LoC) is an institution established by Congress to provide a research library for the government of the United States and serve as a national library. It is under the supervision of the United States Congress Joint Committee on the Library and the Librarian of Congress. The Near East is a separate topic and subdivision of the African and Middle Eastern division. The Middle East contains a Hebraic section consisting of only Israel for a country, but including eleven modern and ancient languages relating to Judaism, such as Yiddish, a European pidgin language. The Near East is otherwise nearly identical to the Middle East, except that it extends partly into Central Asia and the Caucasus, regions that the State Department considers to be in Asia.",What does LoC stand for?,The Library of Congress,0,ABBR,LoC stand,3.0,859.0,862,0.0,0.0,0.0,1.2764427661895752,1.1930227279663086,3.611837863922119,Landing signal officer,0.0
"In simple terms, the Cold War could be viewed as an expression of the ideological struggle between communism and capitalism. The United States faced a new uncertainty beginning in September 1949, when it lost its monopoly on the atomic bomb. American intelligence agencies discovered that the Soviet Union had exploded its first atomic bomb, with the consequence that the United States potentially could face a future nuclear war that, for the first time, might devastate its cities. Given this new danger, the United States participated in an arms race with the Soviet Union that included development of the hydrogen bomb, as well as intercontinental strategic bombers and intercontinental ballistic missiles (ICBMs) capable of delivering nuclear weapons. A new fear of communism and its sympathizers swept the United States during the 1950s, which devolved into paranoid McCarthyism. With communism spreading in China, Korea, and Eastern Europe, Americans came to feel so threatened that popular and political culture condoned extensive ""witch-hunts"" to expose communist spies. Part of the American reaction to the Soviet atomic and hydrogen bomb tests included maintaining a large Air Force, under the control of the Strategic Air Command (SAC). SAC employed intercontinental strategic bombers, as well as medium-bombers based close to Soviet airspace (in western Europe and in Turkey) that were capable of delivering nuclear payloads.",ICBMs is an abbreviation for what?,intercontinental strategic bombers and intercontinental ballistic missiles,0,ABBR,ICBMs abbreviation,4.0,1393.0,1399,1.0,0.14285714285714285,0.3333333333333333,1.268083095550537,1.2168769836425781,3.64579701423645,Intercontinental Ballistic Missiles,0.5
"In 1951, during the early stages of the Cold War, Menzies spoke of the possibility of a looming third world war. The Menzies Government entered Australia's first formal military alliance outside of the British Commonwealth with the signing of the ANZUS Treaty between Australia, New Zealand and the United States in San Francisco in 1951. External Affairs Minister Percy Spender had put forward the proposal to work along similar lines to the NATO Alliance. The Treaty declared that any attack on one of the three parties in the Pacific area would be viewed as a threat to each, and that the common danger would be met in accordance with each nation's constitutional processes. In 1954 the Menzies Government signed the South East Asia Collective Defence Treaty (SEATO) as a South East Asian counterpart to NATO. That same year, Soviet diplomat Vladimir Petrov and his wife defected from the Soviet embassy in Canberra, revealing evidence of Russian spying activities; Menzies called a Royal Commission to investigate.",What does the acronym SEATO stand for?,South East Asia Collective Defence Treaty,0,ABBR,acronym SEATO stand,6.0,853.0,859,0.0,0.0,0.0,1.3201489448547363,1.2868719100952148,3.8268401622772217,Southeast Asia Treaty Organization,0.5
"The Karabakh war ended after a Russian-brokered cease-fire was put in place in 1994. The war was a success for the Karabakh Armenian forces who managed to capture 16% of Azerbaijan's internationally recognised territory including Nagorno-Karabakh itself. Since then, Armenia and Azerbaijan have held peace talks, mediated by the Organisation for Security and Co-operation in Europe (OSCE). The status of Karabakh has yet to be determined. The economies of both countries have been hurt in the absence of a complete resolution and Armenia's borders with Turkey and Azerbaijan remain closed. By the time both Azerbaijan and Armenia had finally agreed to a ceasefire in 1994, an estimated 30,000 people had been killed and over a million had been displaced.",What does OSCE stand for?,Organisation for Security and Co-operation in Europe,0,ABBR,OSCE stand,3.0,1188.0,1195,0.0,0.0,0.0,1.3215782642364502,1.1728198528289795,3.65934681892395,Organization for Security and Cooperation in Europe,0.9
"In simple terms, the Cold War could be viewed as an expression of the ideological struggle between communism and capitalism. The United States faced a new uncertainty beginning in September 1949, when it lost its monopoly on the atomic bomb. American intelligence agencies discovered that the Soviet Union had exploded its first atomic bomb, with the consequence that the United States potentially could face a future nuclear war that, for the first time, might devastate its cities. Given this new danger, the United States participated in an arms race with the Soviet Union that included development of the hydrogen bomb, as well as intercontinental strategic bombers and intercontinental ballistic missiles (ICBMs) capable of delivering nuclear weapons. A new fear of communism and its sympathizers swept the United States during the 1950s, which devolved into paranoid McCarthyism. With communism spreading in China, Korea, and Eastern Europe, Americans came to feel so threatened that popular and political culture condoned extensive ""witch-hunts"" to expose communist spies. Part of the American reaction to the Soviet atomic and hydrogen bomb tests included maintaining a large Air Force, under the control of the Strategic Air Command (SAC). SAC employed intercontinental strategic bombers, as well as medium-bombers based close to Soviet airspace (in western Europe and in Turkey) that were capable of delivering nuclear payloads.",The SAC is an abbreviation for what US force?,Strategic Air Command,0,ABBR,SAC abbreviation US force,5.0,1354.0,1358,0.0,0.0,0.0,1.4057211875915527,1.0616586208343506,4.396997690200806,Strategic Air Command,1.0
"US army general Hoyt Vandenberg, the CIG's second director, created the Office of Special Operations (OSO), as well as the Office of Reports and Estimates (ORE). Initially the OSO was tasked with spying and subversion overseas with a budget of $15 million, the largesse of a small number of patrons in congress. Vandenberg's goals were much like the ones set out by his predecessor; finding out ""everything about the Soviet forces in Eastern and Central Europe - their movements, their capabilities, and their intentions."" This task fell to the 228 overseas personnel covering Germany, Austria, Switzerland, Poland, Czechoslovakia, and Hungary.",What does ORE stand for?,Office of Reports and Estimates,0,ABBR,does ORE stand,4.0,1647.0,1674,0.0,0.0,0.0,1.3257145881652832,2.437821865081787,5.090696334838867,Ore does not stand for anything; it is a naturally occurring solid material from which a metal or valuable mineral can be extracted profitably.,0.0
European Travel Commission divides the European region on the basis of Tourism Decision Metrics (TDM) model. Countries which belong to the Southern/Mediterranean Europe are:,What does TDM stand for?,Tourism Decision Metrics,0,ABBR,TDM stand,3.0,968.0,975,0.0,0.0,0.0,1.2548539638519287,1.133972406387329,4.667376279830933,Tachymetric devices and methods,0.0
"Meetings for worship and study are held at Kingdom Halls, which are typically functional in character, and do not contain religious symbols. Witnesses are assigned to a congregation in whose ""territory"" they usually reside and attend weekly services they refer to as ""meetings"" as scheduled by congregation elders. The meetings are largely devoted to study of Watch Tower Society literature and the Bible. The format of the meetings is established by the religion's headquarters, and the subject matter for most meetings is the same worldwide. Congregations meet for two sessions each week comprising five distinct meetings that total about three-and-a-half hours, typically gathering mid-week (three meetings) and on the weekend (two meetings). Prior to 2009, congregations met three times each week; these meetings were condensed, with the intention that members dedicate an evening for ""family worship"". Gatherings are opened and closed with kingdom songs (hymns) and brief prayers. Twice each year, Witnesses from a number of congregations that form a ""circuit"" gather for a one-day assembly. Larger groups of congregations meet once a year for a three-day ""regional convention"", usually at rented stadiums or auditoriums. Their most important and solemn event is the commemoration of the ""Lord's Evening Meal"", or ""Memorial of Christ's Death"" on the date of the Jewish Passover.",What are Jehovah Witnesses' gatherings opened and closed with?,songs (hymns) and brief prayers,0,DESC,Jehovah Witnesses gatherings,6.0,1507.0,1513,1.0,1.0,1.0,1.2145507335662842,1.2000946998596191,3.6466867923736572,kingdom songs and brief prayers,0.5
"The Bovington signal course's director reported that Gaddafi successfully overcame problems learning English, displaying a firm command of voice procedure. Noting that Gaddafi's favourite hobbies were reading and playing football, he thought him an ""amusing officer, always cheerful, hard-working, and conscientious."" Gaddafi disliked England, claiming British Army officers racially insulted him and finding it difficult adjusting to the country's culture; asserting his Arab identity in London, he walked around Piccadilly wearing traditional Libyan robes. He later related that while he travelled to England believing it more advanced than Libya, he returned home ""more confident and proud of our values, ideals and social character.""","When Gaddafi went to England, how did he respond to their culture?","finding it difficult adjusting to the country's culture; asserting his Arab identity in London, he walked around Piccadilly wearing traditional Libyan robes",0,DESC,Gaddafi went England respond their culture,8.0,1731.0,1733,1.0,1.0,1.0,1.3716235160827637,1.5129625797271729,4.02428936958313,With difficulty,0.5
"The jat-reflex rules are not without exception. For example, when short jat is preceded by r, in most Ijekavian dialects developed into /re/ or, occasionally, /ri/. The prefix prě- (""trans-, over-"") when long became pre- in eastern Ijekavian dialects but to prije- in western dialects; in Ikavian pronunciation, it also evolved into pre- or prije- due to potential ambiguity with pri- (""approach, come close to""). For verbs that had -ěti in their infinitive, the past participle ending -ěl evolved into -io in Ijekavian Neoštokavian.","What is the western equivalent of the prefix ""pre""?",prije,0,DESC,"western equivalent prefix pre """,5.0,1227.0,1229,1.0,1.0,1.0,1.2126524448394775,2.4840786457061768,4.867082595825195,prije,1.0
"In the Roman Church, universal positive ecclesiastical laws, based upon either immutable divine and natural law, or changeable circumstantial and merely positive law, derive formal authority and promulgation from the office of pope, who as Supreme Pontiff possesses the totality of legislative, executive, and judicial power in his person. The actual subject material of the canons is not just doctrinal or moral in nature, but all-encompassing of the human condition.",What are the impermanent sources of positive ecclesiastical law?,changeable circumstantial and merely positive law,0,DESC,impermanent sources positive law,5.0,1188.0,1190,0.0,0.0,0.0,1.200165033340454,1.3168599605560303,4.549047231674194,Human authority,0.0
"Aristotle of Stagira, the most important disciple of Plato, shared with his teacher the title of the greatest philosopher of antiquity. But while Plato had sought to elucidate and explain things from the supra-sensual standpoint of the forms, his pupil preferred to start from the facts given us by experience. Except from these three most significant Greek philosophers other known schools of Greek philosophy from other founders during ancient times were Stoicism, Epicureanism, Skepticism and Neoplatonism.",Plato's philosophy attempted to explain life from what standpoint?,the supra-sensual,0,DESC,Plato philosophy life standpoint,5.0,1411.0,1417,1.0,0.25,0.43067655807339306,1.4008386135101318,2.209764003753662,4.787646293640137,Supra-sensual standpoint,0.5
"The tradition holds that Virgil was born in the village of Andes, near Mantua in Cisalpine Gaul. Analysis of his name has led to beliefs that he descended from earlier Roman colonists. Modern speculation ultimately is not supported by narrative evidence either from his own writings or his later biographers. Macrobius says that Virgil's father was of a humble background; however, scholars generally believe that Virgil was from an equestrian landowning family which could afford to give him an education. He attended schools in Cremona, Mediolanum, Rome and Naples. After considering briefly a career in rhetoric and law, the young Virgil turned his talents to poetry.",Does Macrobius believe Virgil's father came from a distinguished or humble background?,humble,0,DESC,Macrobius believe Virgil father background,8.0,1455.0,1458,1.0,0.5,0.6309297535714575,1.1989679336547852,1.205932378768921,3.578761100769043,Humble background,0.5
"By 1763, the war in Central Europe was essentially a stalemate. Frederick had retaken most of Silesia and Saxony but not the latter's capital, Dresden. His financial situation was not dire, but his kingdom was devastated and his army severely weakened. His manpower had dramatically decreased, and he had lost so many effective officers and generals that a new offensive was perhaps impossible. British subsidies had been stopped by the new Prime Minister Lord Bute, and the Russian Emperor had been overthrown by his wife, Catherine, who ended Russia's alliance with Prussia and withdrew from the war. Austria, however, like most participants, was facing a severe financial crisis and had to decrease the size of its army, something which greatly affected its offensive power. Indeed, after having effectively sustained a long war, its administration was in disarray. By that time, it still held Dresden, the southeastern parts of Saxony, the county of Glatz, and southern Silesia, but the prospect of victory was dim without Russian support. In 1763 a peace settlement was reached at the Treaty of Hubertusburg, ending the war in central Europe.",What had happened to Frederick's extra troops from Russia?,"Catherine, who ended Russia's alliance with Prussia and withdrew from the war",0,DESC,Frederick s extra troops Russia,7.0,1400.0,1405,0.0,0.0,0.0,1.5639777183532715,1.1712958812713623,6.9690868854522705,Placed under Frederick's command,0.0
"Most Western languages (particularly those with writing systems based on the Latin, Cyrillic, Greek, Coptic, and Armenian alphabets) use letter cases in their written form as an aid to clarity. Scripts using two separate cases are also called bicameral scripts. Many other writing systems make no distinction between majuscules and minuscules – a system called unicameral script or unicase. This includes most syllabic and other non-alphabetic scripts. The Georgian alphabet is special since it used to be bicameral, but today is mostly used in a unicameral way.",What are writing systems which make no distinction between majuscales and minuscules often referred to as?,unicameral script,0,DESC,writing systems no distinction majuscales minuscules,9.0,1256.0,1261,1.0,0.5,0.6309297535714575,1.3352744579315186,2.1962599754333496,4.725515365600586,Unicameral scripts,0.9
"Jehovah's Witnesses refuse blood transfusions, which they consider a violation of God's law based on their interpretation of Acts 15:28, 29 and other scriptures. Since 1961 the willing acceptance of a blood transfusion by an unrepentant member has been grounds for expulsion from the religion. Members are directed to refuse blood transfusions, even in ""a life-or-death situation"". Jehovah's Witnesses accept non-blood alternatives and other medical procedures in lieu of blood transfusions, and their literature provides information about non-blood medical procedures.","What is grounds for expulsion from Jehovah Witnesses, since 1961?",willing acceptance of a blood transfusion,0,DESC,expulsion Witnesses 1961,7.0,1316.0,1320,0.0,0.0,0.0,1.4004783630371094,4.669381618499756,7.27996039390564,Blood transfusion refusal,0.0
"The Sumerians were a non-Semitic caucasoid people, and spoke a language isolate; a number of linguists believed they could detect a substrate language beneath Sumerian, because names of some of Sumer's major cities are not Sumerian, revealing influences of earlier inhabitants. However, the archaeological record shows clear uninterrupted cultural continuity from the time of the early Ubaid period (5300 – 4700 BC C-14) settlements in southern Mesopotamia. The Sumerian people who settled here farmed the lands in this region that were made fertile by silt deposited by the Tigris and the Euphrates rivers.",Why were the lands in the region the Sumerian people settled fertile?,silt deposited by the Tigris and the Euphrates rivers,0,DESC,lands Sumerian settled fertile,6.0,1234.0,1244,1.0,1.0,1.0,1.2845849990844727,1.2278728485107422,3.6677086353302,Silt from Tigris and Euphrates,0.9
"Additionally, owing to its colonial history, cuisine in Eritrea features more Italian influences than are present in Ethiopian cooking, including more pasta and greater use of curry powders and cumin.The Italian Eritrean cuisine started to be practiced during the colonial times of the Kingdom of Italy, when a large number of Italians moved to Eritrea. They brought the use of ""pasta"" to Italian Eritrea, and it is one of the main food eaten in present-day Asmara. An Italian Eritrean cuisine emerged, and dishes common dishes are 'Pasta al Sugo e Berbere', which means ""Pasta with tomato sauce and berbere"" (spice), but there are many more like ""lasagna"" and ""cotoletta alla milanese"" (milano cutlet). Alongside sowa, people in Eritrea also tend to drink coffee. Mies is another popular local alcoholic beverage, made out of honey.",What is Eritrea's popular alcoholic beverage Mies made out of?,honey,0,DESC,Eritrea popular alcoholic beverage,6.0,1174.0,1175,1.0,1.0,1.0,1.2185308933258057,1.444883108139038,3.806927442550659,Honey,1.0
"In some languages, such as English, aspiration is allophonic. Stops are distinguished primarily by voicing, and voiceless stops are sometimes aspirated, while voiced stops are usually unaspirated.",How are stops distinguished?,voicing,0,DESC,stops distinguished,3.0,679.0,681,1.0,0.14285714285714285,0.3333333333333333,1.2412517070770264,1.202528715133667,3.6080336570739746,Aspiration,0.0
"Some Christian writers considered the possibility that pagan commentators may have mentioned this event, mistaking it for a solar eclipse - although this would have been impossible during the Passover, which takes place at the full moon. Christian traveller and historian Sextus Julius Africanus and Christian theologian Origen refer to Greek historian Phlegon, who lived in the 2nd century AD, as having written ""with regard to the eclipse in the time of Tiberius Caesar, in whose reign Jesus appears to have been crucified, and the great earthquakes which then took place""",Why was a solar eclipse impossible?,the full moon,0,DESC,solar eclipse,2.0,836.0,838,1.0,0.5,0.6309297535714575,1.2167351245880127,1.170257329940796,3.4932870864868164,Full moon,0.9
"Russian is a Slavic language of the Indo-European family. It is a lineal descendant of the language used in Kievan Rus'. From the point of view of the spoken language, its closest relatives are Ukrainian, Belarusian, and Rusyn, the other three languages in the East Slavic group. In many places in eastern and southern Ukraine and throughout Belarus, these languages are spoken interchangeably, and in certain areas traditional bilingualism resulted in language mixtures, e.g. Surzhyk in eastern Ukraine and Trasianka in Belarus. An East Slavic Old Novgorod dialect, although vanished during the 15th or 16th century, is sometimes considered to have played a significant role in the formation of modern Russian. Also Russian has notable lexical similarities with Bulgarian due to a common Church Slavonic influence on both languages, as well as because of later interaction in the 19th–20th centuries, although Bulgarian grammar differs markedly from Russian. In the 19th century, the language was often called ""Great Russian"" to distinguish it from Belarusian, then called ""White Russian"" and Ukrainian, then called ""Little Russian"".",What are Russian's closest relatives?,"Ukrainian, Belarusian, and Rusyn",0,DESC,Russian closest relatives,3.0,1015.0,1025,1.0,1.0,1.0,1.420741319656372,1.7181642055511475,5.77331805229187,"Ukrainian, Belarusian, Rusyn",1.0
