context,question,answers,topic_lda,question_class,query,token_query,token_query_full_prompt,total_token_size,Recall@k,MRR,nDCG@k,transformation_latency,retrieval_generation_latency,total_latency,generated_answer,gpt_score
"The control unit, ALU, and registers are collectively known as a central processing unit (CPU). Early CPUs were composed of many separate components but since the mid-1970s CPUs have typically been constructed on a single integrated circuit called a microprocessor.",The CPU is an abbreviation for what?,central processing unit,1,ABBR,"The CPU is an abbreviation for what?

Relevant context: The abbreviation ""CPU"" stands for ""Central Processing Unit."" The CPU is an essential component in a computer, often referred to as the ""brains"" of the machine. It is responsible for interpreting and executing most of the commands from the computer's other hardware and software. In a typical computer system, the CPU performs the basic arithmetic, logic, control, and input/output (I/O) operations specified by the instructions in the program. 

Historically, CPUs were large and complex devices, but advances in technology have enabled them to become significantly smaller and more powerful. Modern CPUs are typically contained on a single integrated circuit (IC) chip, and this microarchitecture may include multiple processing cores, which allows for parallel processing. This development is known as multi-core technology, which enhances the CPU's ability to perform multiple tasks simultaneously, thereby boosting the overall performance of the computer.

The CPU works in coordination with other critical components such as the memory (RAM), storage devices, and input/output devices. It retrieves instructions from the system's memory, decodes and processes them, and then performs the necessary calculations or data manipulations. The results may then be written back to memory or used to drive other processes within the computer.

Understanding the function and structure of the CPU is crucial for anyone involved in computer science, engineering, or a related field, as it provides the foundation for understanding how computers process information and execute complex tasks.",294.0,877.0,1225,1.0,1.0,1.0,4.165509462356567,0.8775250911712646,6.13557243347168,Central Processing Unit,1.0
"Incandescent bulbs have been replaced in many applications by other types of electric light, such as fluorescent lamps, compact fluorescent lamps (CFL), cold cathode fluorescent lamps (CCFL), high-intensity discharge lamps, and light-emitting diode lamps (LED). Some jurisdictions, such as the European Union, China, Canada and United States, are in the process of phasing out the use of incandescent light bulbs while others, including Colombia, Mexico, Cuba, Argentina, Brazil and Australia, have prohibited them already.",What does the acronym LED refer to?,light-emitting diode,1,ABBR,"What does the acronym LED refer to?

Relevant context: The acronym LED stands for ""Light Emitting Diode."" An LED is a semiconductor device that emits light when an electric current passes through it. LEDs are highly efficient compared to traditional incandescent or fluorescent light sources because they convert a higher percentage of energy into light and less into heat. This efficiency, along with their long lifespan, reliability, and compact size, has made LEDs a popular choice in a variety of applications, including residential and commercial lighting, display screens, automotive lighting, and electronic devices.

The basic principle of an LED involves electroluminescence, a phenomenon where materials emit light in response to an electric current or strong electric field. When current passes through the diode, electrons recombine with holes in the semiconductor material, releasing energy in the form of photons, which we perceive as light.

LED technology continues to advance, with developments focused on producing LEDs in a wide range of colors and improving their brightness and efficiency. LEDs are also integral to many technologies due to their eco-friendly nature and their role in reducing energy consumption across the globe.",220.0,1295.0,1571,0.0,0.0,0.0,2.2526721954345703,0.9542644023895264,4.161804676055908,Light Emitting Diode,1.0
"Mechanical analog computers started appearing in the first century and were later used in the medieval era for astronomical calculations. In World War II, mechanical analog computers were used for specialized military applications such as calculating torpedo aiming. During this time the first electronic digital computers were developed. Originally they were the size of a large room, consuming as much power as several hundred modern personal computers (PCs).","In computer terms, what does PC stand for?",personal computers,1,ABBR,"In computer terms, what does PC stand for?

Relevant context: In the realm of computing, the term ""PC"" stands for ""Personal Computer."" This terminology is used to describe a versatile computer that is designed for individual use, as opposed to being operated by multiple users simultaneously within a mainframe or minicomputer environment. Personal computers are typically used for a wide range of tasks including, but not limited to, word processing, internet browsing, gaming, and personal productivity tasks.

The concept of a personal computer emerged in the late 1970s and early 1980s with the introduction of machines such as the Apple II and the IBM PC. The IBM PC, launched in 1981, played a particularly pivotal role in popularizing the term ""PC"" and spurred the development of compatible hardware and software products that adhered to the ""IBM PC compatible"" standard.

PCs can come in various forms, including desktops, laptops, and even compact formats like mini-PCs. They are usually differentiated based on their operating system, with Microsoft Windows, macOS (for Apple PCs, often referred to as Macs), and various Linux distributions being the most common. Typically, PCs are equipped with components such as a central processing unit (CPU), random access memory (RAM), storage drives, a motherboard, and peripherals such as a monitor, keyboard, and mouse.

In contemporary usage, the term ""PC"" often refers to Windows-based machines, due to their prevalence in the consumer and business markets. However, in a broader sense, any computer used for personal tasks can be classified as a personal computer, regardless of the operating system or manufacturer.

Overall, ""PC"" has become synonymous with personal computing, encapsulating the idea of technology that empowers individuals with computing capabilities.",355.0,1181.0,1591,0.0,0.0,0.0,4.4358344078063965,1.1859636306762695,6.95767879486084,Personal Computer,0.5
"The Nippon Hōsō Kyōkai (NHK, the Japan Broadcasting Corporation) began conducting research to ""unlock the fundamental mechanism of video and sound interactions with the five human senses"" in 1964, after the Tokyo Olympics. NHK set out to create an HDTV system that ended up scoring much higher in subjective tests than NTSC's previously dubbed ""HDTV"". This new system, NHK Color, created in 1972, included 1125 lines, a 5:3 aspect ratio and 60 Hz refresh rate. The Society of Motion Picture and Television Engineers (SMPTE), headed by Charles Ginsburg, became the testing and study authority for HDTV technology in the international theater. SMPTE would test HDTV systems from different companies from every conceivable perspective, but the problem of combining the different formats plagued the technology for many years.",What does NHK stand for in Japan?,Nippon Hōsō Kyōkai,1,ABBR,"What does NHK stand for in Japan?

Relevant context: NHK, or Nippon Hoso Kyokai, stands as Japan's national public broadcasting organization, akin to the BBC in the United Kingdom. The name ""Nippon Hoso Kyokai"" translates to ""Japan Broadcasting Corporation"" in English. Established in 1926, NHK is unique in its quasi-autonomous public service model, funded primarily through viewer fees. This differentiates it from commercial broadcasters, allowing it to operate without advertising and thus maintain editorial independence.

As a cornerstone of media in Japan, NHK runs several television and radio channels, covering a broad spectrum of programming that includes news, documentaries, educational content, and entertainment. The organization operates two terrestrial television services known as NHK General TV and NHK Educational TV, along with satellite broadcasting services like NHK BS1 and NHK BS Premium. Moreover, NHK World, its international service, broadcasts a global view of Japan to audiences worldwide, providing news and feature programs in multiple languages.

NHK's mission centers on offering impartial and reliable content to the public, enhancing both national and international understanding of Japanese culture and society. Its role extends to providing emergency broadcasts, which have proven crucial in times of national disasters, such as earthquakes and tsunamis, cementing its reputation as a vital information source.

This comprehensive approach has positioned NHK not only as a trusted news provider but also as a cultural ambassador, presenting a window into Japan's traditions and innovations. Through its diverse and extensive programming, NHK continues to play a pivotal role in Japanese society and the broader media landscape.",326.0,1102.0,1490,1.0,0.5,0.6309297535714575,4.096282243728638,0.9789693355560303,6.35991907119751,Nippon Hōsō Kyōkai,1.0
"Incestuous matings by the purple-crowned fairy wren Malurus coronatus result in severe fitness costs due to inbreeding depression (greater than 30% reduction in hatchability of eggs). Females paired with related males may undertake extra pair matings (see Promiscuity#Other animals for 90% frequency in avian species) that can reduce the negative effects of inbreeding. However, there are ecological and demographic constraints on extra pair matings. Nevertheless, 43% of broods produced by incestuously paired females contained extra pair young.",What can reduce the negative effects of inbreeding?,Females paired with related males may undertake extra pair matings,1,DESC,"What can reduce the negative effects of inbreeding?

Relevant context: The negative effects of inbreeding, known as inbreeding depression, can be mitigated through several strategic approaches. Inbreeding increases the likelihood of genetic disorders and reduced fitness due to the higher probability of offspring inheriting harmful recessive alleles. To counteract these effects, the introduction of genetic diversity is crucial.

One effective method to reduce inbreeding depression is outcrossing, or introducing unrelated individuals into a breeding population. This process helps restore genetic variation and can lead to heterosis, or hybrid vigor, wherein the offspring show improved biological functions compared to their parents. For example, in animal breeding programs, introducing wild individuals into a domesticated population can revitalize genetic pools and enhance traits such as disease resistance and fertility.

Another approach is the implementation of a structured breeding program that actively monitors and manages genetic diversity. This may involve maintaining detailed pedigree records to track genetic relationships and make informed decisions to avoid mating closely related individuals. Genetic testing and analysis play a vital role in these programs by identifying potentially harmful alleles and advising on breeding combinations that minimize genetic risks.

In conservation biology, managed relocation or the translocation of individuals between fragmented habitats can help increase gene flow and reduce the risk of inbreeding in isolated populations. Such interventions need to be carefully planned to consider ecological compatibility and prevent the disruption of local ecosystems.

Population size also influences the degree of inbreeding. Larger populations naturally tend to have greater genetic diversity. Therefore, conservation efforts often focus on boosting population numbers and ensuring a stable and viable population size to mitigate inbreeding effects over the long term.

Finally, education and community involvement are crucial for the success of any genetic management strategy. Educating stakeholders about the risks of inbreeding and the benefits of genetic diversity can foster support for breeding and conservation programs aimed at reducing inbreeding depression.

Overall, while inbreeding can pose significant challenges, proactive and well-informed genetic management strategies can significantly mitigate its negative consequences and support healthier, more resilient populations.",411.0,1878.0,2347,1.0,0.5,0.6309297535714575,16.319474458694458,1.0053510665893555,18.378879070281982,Extra pair matings,1.0
"In 1841, Léon Escudier wrote of a recital given by Chopin that year, ""One may say that Chopin is the creator of a school of piano and a school of composition. In truth, nothing equals the lightness, the sweetness with which the composer preludes on the piano; moreover nothing may be compared to his works full of originality, distinction and grace."" Chopin refused to conform to a standard method of playing and believed that there was no set technique for playing well. His style was based extensively on his use of very independent finger technique. In his Projet de méthode he wrote: ""Everything is a matter of knowing good fingering ... we need no less to use the rest of the hand, the wrist, the forearm and the upper arm."" He further stated: ""One needs only to study a certain position of the hand in relation to the keys to obtain with ease the most beautiful quality of sound, to know how to play short notes and long notes, and [to attain] unlimited dexterity."" The consequences of this approach to technique in Chopin's music include the frequent use of the entire range of the keyboard, passages in double octaves and other chord groupings, swiftly repeated notes, the use of grace notes, and the use of contrasting rhythms (four against three, for example) between the hands.",What writing of Chopin talks about everything about piano playing has to do with proper fingering?,his Projet de méthode,1,DESC,"What writing of Chopin talks about everything about piano playing has to do with proper fingering?

Relevant context: While Frédéric Chopin did not leave behind an extensive body of written work explicitly dedicated to piano pedagogy, his thoughts on piano playing and, in particular, on fingering can be gleaned from his teaching notes and anecdotal accounts from his students, notably found in works such as the ""Etudes"" and through his students' writings. A critical source that encapsulates his approach to fingering is his ""Études,"" Op. 10 and Op. 25, where Chopin's innovative fingerings are not only technically demanding but are crucial for achieving the expressive nuances he intended.

Chopin believed that proper fingering was vital for achieving the fluidity and expressiveness central to his musical style. In these studies, the choice of fingering goes beyond technical execution; it is a deliberate tool for achieving musical phrasing and dynamics. Chopin often encouraged his students to explore different fingerings, emphasizing that flexibility and comfort should guide their choices. He was known for his innovative approach, sometimes deviating from conventional fingering to accommodate his hand positions, which often resulted in smoother transitions and a more seamless legato.

In accounts from his students, such as Émile Gaillard and Wilhelm von Lenz, Chopin emphasized that proper fingering allowed the pianist to 'sing' on the piano, treating the instrument less mechanically and more vocally. He instructed his pupils to use fingering as a means of shaping each note and phrase, thus insisting that technical precision was intertwined with artistic interpretation.

The importance Chopin placed on fingering is mirrored in the meticulous fingerings painstakingly marked in his piano works, serving both as a technical guide and a means to uncover the interpretative possibilities within each piece. This dual focus highlights his belief that every technical aspect of playing, particularly fingering, was fundamental to the expressiveness and overall performance of a piece. While Chopin may not have authored a singular treatise discussing fingering in isolation, the depth of his insights is richly embedded in his compositions and the teachings passed down through his students.",432.0,1832.0,2329,1.0,1.0,1.0,19.14469051361084,1.1043369770050049,21.19552206993103,Projet de méthode,0.9
"A bantam is a small variety of domestic chicken, either a miniature version of a member of a standard breed, or a ""true bantam"" with no larger counterpart. The name derives from the town of Bantam in Java where European sailors bought the local small chickens for their shipboard supplies. Bantams may be a quarter to a third of the size of standard birds and lay similarly small eggs. They are kept by small-holders and hobbyists for egg production, use as broody hens, ornamental purposes, and showing.",Do bantams lay regular sized eggs ?,Bantams may be a quarter to a third of the size of standard birds and lay similarly small eggs,1,DESC,"Do bantams lay regular sized eggs ?

Relevant context: Bantam chickens, often prized for their compact size and ornamental appearance, differ from standard chickens not only in stature but also in the eggs they produce. One of the most frequent questions about bantams is whether they lay regular-sized eggs. To clarify, bantams typically lay eggs that are smaller than the average egg from standard-sized chickens. 

While a standard chicken egg usually weighs between 55 to 70 grams, bantam eggs generally weigh between 30 to 40 grams. These smaller eggs still have a similar yolk-to-white ratio, making them equally nutritious, though you might need two or three bantam eggs to equal the volume of one large chicken egg.

Bantams come in many breeds, and egg size can vary slightly among them. For instance, the Silkie bantam may lay particularly small eggs due to its petite size, while a larger bantam, such as the Bantam Orpington, might produce eggs that are slightly larger, though still not reaching the size of standard chicken eggs.

While the bantam's smaller eggs may not be ideal for those requiring larger quantities for baking or cooking, they are perfect for those who appreciate smaller portions or seek an egg with a distinct flavor and culinary versatility. Thus, while bantams do not lay regular-sized eggs, their eggs are cherished by many for their unique characteristics.",280.0,1639.0,1971,1.0,1.0,1.0,2.706401824951172,1.2280380725860596,4.8644118309021,No,0.0
"According to the American National Standards Institute, pitch is the auditory attribute of sound according to which sounds can be ordered on a scale from low to high. Since pitch is such a close proxy for frequency, it is almost entirely determined by how quickly the sound wave is making the air vibrate and has almost nothing to do with the intensity, or amplitude, of the wave. That is, ""high"" pitch means very rapid oscillation, and ""low"" pitch corresponds to slower oscillation. Despite that, the idiom relating vertical height to sound pitch is shared by most languages. At least in English, it is just one of many deep conceptual metaphors that involve up/down. The exact etymological history of the musical sense of high and low pitch is still unclear. There is evidence that humans do actually perceive that the source of a sound is slightly higher or lower in vertical space when the sound frequency is increased or decreased.",Pitch is a close proxy for what?,frequency,1,DESC,"Pitch is a close proxy for what?

Relevant context: Pitch is a close proxy for musical frequency, as it relates to how we perceive the frequency of sound waves. In the realm of music and acoustics, pitch represents the perceived highness or lowness of a sound. This perception correlates closely with the frequency of the sound wave, typically measured in hertz (Hz). When you hear a note played on a musical instrument, the pitch you perceive is directly tied to the frequency of the sound wave produced.

For example, the musical note ""A4,"" commonly used as a tuning standard, is typically associated with a frequency of 440 Hz. Thus, when a musician refers to the pitch of a note, they are essentially referring to the frequency that corresponds to that note. Moreover, scientific studies have established that our auditory system interprets these frequencies in a logarithmic manner. This means that the interval between notes, such as an octave, involves doubling the frequency (e.g., A4 at 440 Hz and A5 at 880 Hz).

In addition to serving as a proxy for frequency, pitch is a foundational concept in music theory, as it defines melodies and harmonies, organizing them into scales and chords. The relationship between pitch and frequency is innate to various cultures' musical systems, despite variations in tuning and scale construction.

Importantly, while pitch is closely related to frequency, it is a perceptual phenomenon that can be influenced by other factors such as the sound wave’s timbre and loudness. Hence, two instruments playing the same note at the same frequency can be perceived as having slightly different pitches, due to the unique timbres of each instrument. Psychoacoustics, the study of the psychological and physiological responses to sound, delves into these nuances to understand how humans perceive pitch and why it might differ slightly from the actual measured frequency in some contexts.

Understanding pitch as a proxy for frequency not only aids in musical comprehension but also finds application in fields such as acoustics, audio engineering, and even speech analysis, where pitch information can be used to infer information about a speaker’s emotional state or gender. Thus, recognizing that pitch serves as a reliable stand-in for frequency provides clarity across multiple disciplines, enhancing the analysis of sound in both practical and theoretical contexts.",460.0,1723.0,2235,1.0,0.3333333333333333,0.5,5.2127845287323,1.0314617156982422,7.307790756225586,Frequency,1.0
"Stressful life experiences may be a cause of memory loss as a person ages. Glucocorticoids that are released during stress damage neurons that are located in the hippocampal region of the brain. Therefore, the more stressful situations that someone encounters, the more susceptible they are to memory loss later on. The CA1 neurons found in the hippocampus are destroyed due to glucocorticoids decreasing the release of glucose and the reuptake of glutamate. This high level of extracellular glutamate allow calcium to enter NMDA receptors which in return kills neurons. Stressful life experiences can also cause repression of memories where a person moves an unbearable memory to the unconscious mind. This directly relates to traumatic events in one's past such as kidnappings, being prisoners of war or sexual abuse as a child.",What will a person often do with extremely stressful memories?,repression of memories where a person moves an unbearable memory to the unconscious mind,1,DESC,"What will a person often do with extremely stressful memories?

Relevant context: When a person experiences extremely stressful or traumatic memories, they may employ a variety of coping mechanisms to manage the emotional and psychological impact. One common response is suppression, where the individual consciously attempts to push the distressing memory out of their awareness to avoid the associated negative emotions. Over time, this can lead to repression, a more unconscious process where the mind obscures the memory to protect the individual from distress. 

Additionally, individuals might engage in rumination, where they continuously think about the stressful event, often replaying it in their minds and feeling stuck in a cycle of negative emotions. This can lead to further stress and exacerbate problems like anxiety and depression.

Another coping mechanism is emotional avoidance, where a person actively avoids situations, people, or discussions that might trigger remembrance of the traumatic event. For example, a person who has experienced a car accident might avoid driving or even being a passenger in a vehicle.

Some individuals might seek distraction through activities such as exercise, consuming media, or social interactions to take their minds off the distressing memories. In more severe cases, people may turn to substance abuse as a way to numb emotional pain or block unwelcome memories.

In contrast, some people may process their experience through therapeutic means. This can include talking to a mental health professional, engaging in cognitive-behavioral therapy (CBT), or using techniques such as eye movement desensitization and reprocessing (EMDR). These therapeutic approaches help individuals face and integrate the memory in a controlled and supportive environment, ultimately leading to healing.

Finally, some individuals may try to find meaning in their experience, reframing the memory in a way that contributes to personal growth or resilience. This is often seen as a feature of post-traumatic growth.

Thus, people handle stressful memories through a complex interplay of avoidance, processing, emotional and behavioral strategies, and sometimes finding growth opportunities. Understanding these coping mechanisms can help individuals and professionals address the impacts of such memories constructively.",407.0,1718.0,2181,1.0,1.0,1.0,3.470444679260254,0.9512877464294434,5.512601852416992,Repression,0.8
"Greek cuisine is characteristic of the healthy Mediterranean diet, which is epitomized by dishes of Crete. Greek cuisine incorporates fresh ingredients into a variety of local dishes such as moussaka, stifado, Greek salad, fasolada, spanakopita and souvlaki. Some dishes can be traced back to ancient Greece like skordalia (a thick purée of walnuts, almonds, crushed garlic and olive oil), lentil soup, retsina (white or rosé wine sealed with pine resin) and pasteli (candy bar with sesame seeds baked with honey). Throughout Greece people often enjoy eating from small dishes such as meze with various dips such as tzatziki, grilled octopus and small fish, feta cheese, dolmades (rice, currants and pine kernels wrapped in vine leaves), various pulses, olives and cheese. Olive oil is added to almost every dish.",What is a characteristic of the Mediterranean diet? ,Greek cuisine,1,DESC,"What is a characteristic of the Mediterranean diet? 

Relevant context: The Mediterranean diet is renowned for its emphasis on plant-based foods, making it one of the healthiest eating patterns globally. A characteristic feature of this diet is its abundant inclusion of fruits, vegetables, whole grains, legumes, and nuts. These foods are rich in essential vitamins, minerals, and antioxidants, contributing to overall health and well-being. Additionally, the diet prioritizes healthy fats, particularly olive oil, as the primary source of dietary fat. Olive oil is a monounsaturated fat, known for its beneficial effects on heart health, including reducing the risk of cardiovascular diseases. 

Moreover, the Mediterranean diet includes moderate consumption of fish and poultry, which provide important sources of protein and omega-3 fatty acids. Red meat and dairy products are consumed less frequently and in smaller portions. The diet also incorporates herbs and spices instead of salt to flavor foods, thus reducing sodium intake. Another distinctive aspect of this eating style is the sociocultural component, which emphasizes communal eating, regular physical activity, and mindful eating practices.

Overall, the Mediterranean diet is not just about specific foods but also about an approach to meals and lifestyle that promotes long-term health benefits. It has been associated with reduced risks of heart disease, certain cancers, and type 2 diabetes, as well as improved cognitive function and longevity. This combination of fresh, wholesome ingredients, healthy fats, and an active lifestyle encapsulates the essence of the Mediterranean dietary pattern.",296.0,1701.0,2052,1.0,0.5,0.6309297535714575,4.188742399215698,3.999274730682373,9.109086513519287,Olive oil,0.5
"Sound could be stored in either analog or digital format and in a variety of surround sound formats; NTSC discs could carry two analog audio tracks, plus two uncompressed PCM digital audio tracks, which were (EFM, CIRC, 16-bit and 44.056 kHz sample rate). PAL discs could carry one pair of audio tracks, either analog or digital and the digital tracks on a PAL disc were 16-bit 44.1 kHz as on a CD; in the UK, the term ""LaserVision"" is used to refer to discs with analog sound, while ""LaserDisc"" is used for those with digital audio. The digital sound signal in both formats are EFM-encoded as in CD. Dolby Digital (also called AC-3) and DTS—which are now common on DVD titles—first became available on LaserDisc, and Star Wars: Episode I – The Phantom Menace (1999) which was released on LaserDisc in Japan, is among the first home video releases ever to include 6.1 channel Dolby Digital EX Surround. Unlike DVDs, which carry Dolby Digital audio in digital form, LaserDiscs store Dolby Digital in a frequency modulated form within a track normally used for analog audio. Extracting Dolby Digital from a LaserDisc required a player equipped with a special ""AC-3 RF"" output and an external demodulator in addition to an AC-3 decoder. The demodulator was necessary to convert the 2.88 MHz modulated AC-3 information on the disc into a 384 kbit/s signal that the decoder could handle. DTS audio, when available on a disc, replaced the digital audio tracks; hearing DTS sound required only an S/PDIF compliant digital connection to a DTS decoder.",What sound formatting do DVDs use?,Dolby Digital audio in digital form,1,DESC,"What sound formatting do DVDs use?

Relevant context: DVDs, or Digital Versatile Discs, employ several sound formatting techniques to deliver high-quality audio to the viewer. The most prevalent audio format found on DVDs is Dolby Digital, also known as AC-3. This format is widely used because it supports up to six discrete channels of audio, offering a 5.1 surround sound experience. In a 5.1 configuration, audio is divided among five full-bandwidth channels (Front Left, Front Center, Front Right, Surround Left, and Surround Right) and one low-frequency effects channel (the .1, often referred to as the subwoofer channel).

Dolby Digital files typically offer audio at a bitrate ranging from 384 to 448 kilobits per second (kbps), which strikes a balance between audio clarity and efficient data storage. Some DVDs may also utilize higher-quality audio formats like the DTS (Digital Theater Systems) format, which can offer bitrates up to 1.5 megabits per second (Mbps) for an enhanced surround sound experience, though it requires more storage space on the disc.

In addition to these formats, DVDs may include uncompressed audio tracks in the Linear PCM (Pulse-Code Modulation) format. Linear PCM audio is typically used for straightforward, two-channel stereo sound or high-fidelity, multichannel audio but requires significantly more disk space compared to compressed formats like Dolby Digital and DTS.

Some DVDs also offer multiple audio tracks to cater to international audiences, often including several language options, which may be presented in stereo or surround sound formats. This versatility in sound formatting is a defining feature of the DVD format and has contributed to its sustained popularity in the home entertainment market by providing a rich auditory experience tailored to various sound systems and viewer preferences. Overall, the sound formatting on DVDs is a crucial component, allowing for flexible and immersive audio presentation that can be as dramatic or precise as the content requires.",388.0,1937.0,2378,1.0,1.0,1.0,25.06187081336975,0.825298547744751,26.888553857803345,Dolby Digital,0.8
"One of the most spectacular examples of obligate mutualism is between the siboglinid tube worms and symbiotic bacteria that live at hydrothermal vents and cold seeps. The worm has no digestive tract and is wholly reliant on its internal symbionts for nutrition. The bacteria oxidize either hydrogen sulfide or methane, which the host supplies to them. These worms were discovered in the late 1980s at the hydrothermal vents near the Galapagos Islands and have since been found at deep-sea hydrothermal vents and cold seeps in all of the world's oceans.",What does the bacteria give the worm?,nutrition,1,DESC,"What does the bacteria give the worm?

Relevant context: In certain symbiotic relationships between bacteria and worms, the bacteria play a crucial role in providing essential nutrients and other benefits to their worm hosts. One well-known example of such a relationship is the association between chemosynthetic bacteria and tubeworms found in deep-sea hydrothermal vent environments. 

In these extreme habitats, tubeworms lack digestive systems and instead rely entirely on their symbiotic bacteria for nutrition. The bacteria reside within a specialized organ in the worm called the trophosome. Here, the bacteria oxidize hydrogen sulfide, which is abundant in the environment around hydrothermal vents, to produce organic compounds through a process known as chemosynthesis. These organic compounds serve as the primary source of nourishment for the worm, essentially functioning analogously to how plants use photosynthesis to produce food.

Additionally, this bacterial process provides the worm with essential amino acids and other nutrients that contribute to its growth and survival in a habitat where other food sources are scarce or non-existent. By converting inorganic hydrogen sulfide into organic matter, these bacteria enable tubeworms to thrive in the nutrient-poor deep-sea conditions.

This symbiotic relationship illustrates a fascinating exchange where the bacteria give the worm the nutritional sustenance it needs, while the worm, in return, offers a protected environment with a steady supply of raw materials necessary for bacterial chemosynthesis. This interdependence highlights a remarkable adaptation to the extreme environment of the deep sea, enabling the survival of both organisms.",306.0,1426.0,1785,1.0,1.0,1.0,62.65642833709717,1.046529769897461,64.69955468177795,Organic matter,0.0
"The brains of all species are composed primarily of two broad classes of cells: neurons and glial cells. Glial cells (also known as glia or neuroglia) come in several types, and perform a number of critical functions, including structural support, metabolic support, insulation, and guidance of development. Neurons, however, are usually considered the most important cells in the brain. The property that makes neurons unique is their ability to send signals to specific target cells over long distances. They send these signals by means of an axon, which is a thin protoplasmic fiber that extends from the cell body and projects, usually with numerous branches, to other areas, sometimes nearby, sometimes in distant parts of the brain or body. The length of an axon can be extraordinary: for example, if a pyramidal cell, (an excitatory neuron) of the cerebral cortex were magnified so that its cell body became the size of a human body, its axon, equally magnified, would become a cable a few centimeters in diameter, extending more than a kilometer. These axons transmit signals in the form of electrochemical pulses called action potentials, which last less than a thousandth of a second and travel along the axon at speeds of 1–100 meters per second. Some neurons emit action potentials constantly, at rates of 10–100 per second, usually in irregular patterns; other neurons are quiet most of the time, but occasionally emit a burst of action potentials.",What is the typical speed that axons send their electrical signals?,1–100 meters per second,1,DESC,"What is the typical speed that axons send their electrical signals?

Relevant context: Axons, the long, slender projections of nerve cells, are essential for transmitting electrical signals between neurons and from neurons to muscles or glands. The speed at which these signals, or action potentials, travel can vary considerably depending on several factors, including the type of neuron, the presence of myelin, and axon diameter.

In general, the speed at which axons conduct electrical impulses can range from about 1 meter per second (m/s) to over 100 meters per second. This range reflects the diversity in axon types and structures across different parts of the nervous system. 

One crucial determinant of conduction speed is myelination. Myelinated axons, which are wrapped in layers of a fatty substance called myelin, conduct signals much faster than unmyelinated ones. This is due to the saltatory conduction mechanism, where electrical impulses ""jump"" from one node of Ranvier (gaps in the myelin sheath) to the next, greatly increasing signal propagation velocity. Myelinated axons can achieve speeds between 10 and 120 m/s, with larger-diameter fibers within peripheral nervous systems typically at the higher end of this range.

In contrast, unmyelinated axons generally conduct signals more slowly, usually between 0.5 to 2 m/s. Smaller diameter and lack of myelin lead to a continuous propagation of the action potential, which inherently takes longer.

Moreover, axon diameter contributes to conduction speed. Larger axon diameters result in faster signal transmission due to lower resistance to the flow of ions within the axon, enhancing the efficiency of electrical signal propagation.

These variations in conduction speed are crucial for the body's functioning, allowing for rapid responses in some systems, such as reflex actions, while permitting slower, more modulated responses in others, like those involved in proprioception or internal organ regulation. Overall, the typical speed at which axons send their electrical signals depends heavily on their structural characteristics and the specific physiological demands they need to meet.",418.0,1565.0,2045,1.0,1.0,1.0,14.188867807388306,0.9893543720245361,16.190098762512207,1–100 meters per second,1.0
"While some birds are essentially territorial or live in small family groups, other birds may form large flocks. The principal benefits of flocking are safety in numbers and increased foraging efficiency. Defence against predators is particularly important in closed habitats like forests, where ambush predation is common and multiple eyes can provide a valuable early warning system. This has led to the development of many mixed-species feeding flocks, which are usually composed of small numbers of many species; these flocks provide safety in numbers but increase potential competition for resources. Costs of flocking include bullying of socially subordinate birds by more dominant birds and the reduction of feeding efficiency in certain cases.",What is a cost of flocking?,bullying of socially subordinate birds by more dominant birds,1,DESC,"What is a cost of flocking?

Relevant context: Flocking behavior is a fascinating phenomenon observed across various species, notably in birds, where individuals move together in a coordinated manner. While flocking provides several benefits, such as enhanced foraging success and improved predator avoidance, it also comes with its own set of costs.

One significant cost of flocking is the increase in competition for resources. As individuals gather in large groups, there is greater competition for food, water, and other vital resources. This can lead to diminished access to these resources for individual members and can be particularly challenging when resources are scarce.

Another cost associated with flocking is the increased risk of disease transmission. In closely packed groups, parasites and pathogens can spread more easily from one individual to another. This environment can facilitate the rapid transmission of diseases that could potentially decimate large portions of the flock.

Additionally, flocking can attract predators. While collective movement can confuse predators and provide safety in numbers, large congregations of animals are more conspicuous and can attract more attention. Predators may target the edges of flocks, where individuals may be more vulnerable, or take advantage of the chaos that sometimes ensues in dense, moving groups.

Finally, flocking can impose energetic costs. Maintaining formation and synchronizing movement with other group members can require significant energy expenditure. Individuals must constantly adjust their flight paths or locomotion to keep pace with others, which can be tiring and might detract from other vital activities such as feeding or resting.

In conclusion, while flocking confers various advantages, the costs—such as resource competition, disease spread, attraction of predators, and energy expenditure—are crucial considerations that influence the behavior and survival of flocking species. Understanding these trade-offs helps ecologists and biologists explore how and why flocking behavior has evolved and persists in certain species.",369.0,1488.0,1915,1.0,1.0,1.0,3.23222017288208,1.0154931545257568,5.3359458446502686,Bullying of socially subordinate birds.,0.8
